iter,ns,epot,ekin,etot,T,t
1,1e-06,17.46047716244496,12.925366120443657,30.385843282888615,433.6226737622321,0.7779061794281006
2,2e-06,18.062522903590136,12.029383607760803,30.09190651135094,403.56407974072624,0.8667175769805908
3,3e-06,18.697812243620692,11.586116356262103,30.283928599882795,388.693264554912,0.9704701900482178
4,4e-06,19.31215874833994,10.941019321273542,30.253178069613483,367.0514248931797,1.0763542652130127
5,4.9999999999999996e-06,19.888094969340848,10.497746742572543,30.385841711913393,352.18043098935607,1.1648962497711182
6,6e-06,20.375531807124794,9.96816501308327,30.343696820208066,334.4139210602058,1.2552971839904785
7,7e-06,20.73194535345163,9.462202151413324,30.19414750486495,317.43978146080985,1.3446738719940186
8,8e-06,20.951066874867035,9.101743585637973,30.052810460505007,305.3470480236667,1.4338798522949219
9,9e-06,20.98777821439695,9.148315913797838,30.136094128194788,306.90946546483076,1.5256571769714355
10,9.999999999999999e-06,20.86435306523329,9.242251585902718,30.106604651136006,310.0608374971746,1.6166446208953857
11,1.1e-05,20.578103707257462,9.609896628400806,30.188000335658266,322.3946642404884,1.7076292037963867
12,1.2e-05,20.10554814945693,9.785699987506545,29.891248136963476,328.2925492149989,1.8303186893463135
13,1.3e-05,19.477881248429398,10.187883882149858,29.665765130579256,341.78509202688144,1.9218719005584717
14,1.4e-05,18.73039432352237,11.090849019394014,29.821243342916382,372.0779404829569,2.013050079345703
15,1.4999999999999999e-05,17.890301917160624,11.882125107201247,29.77242702436187,398.6238231822791,2.125547409057617
16,1.6e-05,17.01198321053862,13.238132018395941,30.25011522893456,444.1154043872629,2.221313714981079
17,1.7e-05,16.168108692200125,13.916050766368988,30.08415945856911,466.85835320204876,2.314809799194336
18,1.8e-05,15.42543766638572,15.039697721199001,30.465135387584724,504.554677807317,2.4046010971069336
19,1.8999999999999998e-05,14.81703739117074,15.50912352742267,30.32616091859341,520.3030652286794,2.4955430030822754
20,1.9999999999999998e-05,14.397568570135792,15.755492908629506,30.1530614787653,528.5683127130878,2.5860421657562256
21,2.1e-05,14.209794830655243,15.815000761791755,30.024795592447,530.5646936401434,2.6771514415740967
22,2.2e-05,14.265701590856102,15.980380115526708,30.24608170638281,536.1128720734177,2.7706165313720703
23,2.3e-05,14.57026967454604,15.831341980667684,30.401611655213724,531.1129120004966,2.8646254539489746
24,2.4e-05,15.12123718463379,15.603855829297228,30.725093013931016,523.4811627500737,2.9585859775543213
25,2.4999999999999998e-05,15.875721273538723,14.775413110414068,30.65113438395279,495.68840674815414,3.052001953125
26,2.6e-05,16.789045520744466,13.565492834197975,30.35453835494244,455.09776812924963,3.148470163345337
27,2.7e-05,17.8084237450977,12.383161073145313,30.19158481824301,415.43267433428434,3.245673179626465
28,2.8e-05,18.866015718473268,11.476069570431651,30.34208528890492,385.0013937741482,3.339689016342163
29,2.9e-05,19.88961776919379,10.50824985062215,30.39786761981594,352.5327912825071,3.4300403594970703
30,2.9999999999999997e-05,20.828877094947018,9.592558998368249,30.421436093315265,321.81301808661067,3.5217700004577637
31,3.1e-05,21.611242866025812,8.919931420882513,30.531174286908325,299.24757847911997,3.6109354496002197
32,3.2e-05,22.20765197789759,7.937869835089605,30.145521812987194,266.30118712258,3.6993160247802734
33,3.2999999999999996e-05,22.557652300910537,7.210289194934403,29.76794149584494,241.89217157734723,3.7885677814483643
34,3.4e-05,22.645428048156663,7.231432397056107,29.87686044521277,242.60148779713364,3.8783602714538574
35,3.5e-05,22.472773607117542,7.4084876289279755,29.881261236045518,248.54137084048037,3.963845729827881
36,3.6e-05,22.040658746815982,8.018092696478782,30.058751443294764,268.99251913811275,4.0505430698394775
37,3.7e-05,21.371604992130017,8.802986711703344,30.17459170383336,295.3242948363911,4.13824462890625
38,3.7999999999999995e-05,20.535620159181317,9.58835027507208,30.123970434253398,321.671823026308,4.2312986850738525
39,3.9e-05,19.580783621281387,10.288045969792938,29.868829591074324,345.1453490477408,4.324936151504517
40,3.9999999999999996e-05,18.59574115143668,11.486174849374805,30.081916000811486,385.3404076197609,4.4157514572143555
41,4.1e-05,17.613813640945445,12.31619874174627,29.930012382691714,413.1862091346116,4.518105745315552
42,4.2e-05,16.727388675686875,12.946370270580353,29.673758946267228,434.32732503922546,4.6112892627716064
43,4.2999999999999995e-05,15.975500920024226,13.696806783039138,29.672307703063364,459.5031137935957,4.701045036315918
44,4.4e-05,15.414614720269604,14.484513390071825,29.89912811034143,485.9292468639342,4.793359279632568
45,4.4999999999999996e-05,15.054245853189151,14.549277272257012,29.603523125446163,488.10195806566526,4.902352809906006
46,4.6e-05,14.940955853710529,14.574118278760293,29.515074132470822,488.93532893953636,4.991901874542236
47,4.7e-05,15.075566250545487,14.394132200460549,29.469698451006035,482.89712129535434,5.084973096847534
48,4.8e-05,15.425276513579242,14.132666805153114,29.557943318732356,474.1254298203885,5.176640033721924
49,4.9e-05,15.935587511802293,14.18810227682302,30.123689788625313,475.9851897082538,5.266690015792847
50,4.9999999999999996e-05,16.582585624467683,13.197671306956853,29.780256931424535,442.7580206417619,5.356051683425903
51,5.1e-05,17.292716513498583,12.194118129012722,29.486834642511305,409.0906252095788,5.448080778121948
52,5.2e-05,18.020176885133075,11.156187974486475,29.17636485961955,374.2699443414171,5.540723562240601
53,5.3e-05,18.67464345091993,10.444448177828324,29.119091628748254,350.3923604668876,5.632883071899414
54,5.4e-05,19.237070268966953,9.929993173948,29.16706344291495,333.13332484389605,5.725847959518433
55,5.4999999999999995e-05,19.646475464088596,9.669066504686953,29.31554196877555,324.37970665416503,5.81564474105835
56,5.6e-05,19.93723750167659,9.466362182208353,29.403599683884945,317.57934297569966,5.909158229827881
57,5.6999999999999996e-05,20.05426058516838,9.412751366736572,29.46701195190495,315.78079700564166,6.000089645385742
58,5.8e-05,20.00138144331751,9.009729208701966,29.011110652019475,302.2601319719465,6.095733404159546
59,5.9e-05,19.78641633196581,9.22132209764781,29.00773842961362,309.3586909913813,6.19151496887207
60,5.9999999999999995e-05,19.422348211130313,9.444760558904365,28.867108770034676,316.85464755373675,6.279386281967163
61,6.1e-05,18.932309653247497,9.757454356322203,28.6897640095697,327.34495933614176,6.372731447219849
62,6.2e-05,18.37095755893864,10.564715145822433,28.93567270476107,354.4270998886513,6.465261936187744
63,6.3e-05,17.768085137109765,11.380536252658473,29.148621389768238,381.79642361700417,6.6167893409729
64,6.4e-05,17.139042541525196,11.92506405414841,29.064106595673607,400.06434725024445,6.728346824645996
65,6.5e-05,16.54527104893469,12.407061850548066,28.952332899482755,416.2345022210771,6.8217222690582275
66,6.599999999999999e-05,16.0590334545687,13.155714164813165,29.214747619381864,441.35043435057037,6.913067579269409
67,6.7e-05,15.675787764518615,13.284206111612681,28.959993876131296,445.6611069465284,7.004231929779053
68,6.8e-05,15.434897659753986,13.41938165844431,28.854279318198294,450.1960022445187,7.101048231124878
69,6.9e-05,15.353388493894155,13.5124725900418,28.865861083935954,453.3190347595106,7.1920881271362305
70,7e-05,15.421573717614484,13.254388900147617,28.675962617762103,444.66079338951704,7.28381085395813
71,7.099999999999999e-05,15.585358464228563,12.942793648205374,28.528152112433936,434.207335822454,7.378900766372681
72,7.2e-05,15.851877631657016,12.40355473391698,28.255432365573995,416.11684479639786,7.4742841720581055
73,7.3e-05,16.1916887844738,12.113913829603822,28.30560261407762,406.39991591493794,7.567774534225464
74,7.4e-05,16.574773036936648,11.60889240624752,28.183665443184168,389.4573598695351,7.66339373588562
75,7.5e-05,16.95471586948949,10.844662807252114,27.799378676741604,363.8188379896418,7.75879168510437
76,7.599999999999999e-05,17.288494561107413,10.483261889721662,27.771756450829074,351.6944903541955,7.851149797439575
77,7.7e-05,17.535238634499404,10.232353545338583,27.767592179837987,343.27696885833933,7.947826385498047
78,7.8e-05,17.664289227713653,10.10066699255146,27.764956220265113,338.85912300500087,8.042328834533691
79,7.9e-05,17.68485007784804,10.199854855468445,27.884704933316485,342.1866965469833,8.13967752456665
80,7.999999999999999e-05,17.59963098983225,10.285547948571654,27.885178938403904,345.06154495035634,8.262007474899292
81,8.099999999999999e-05,17.40006481516609,10.728057789923074,28.128122605089164,359.90695039457114,8.357869863510132
82,8.2e-05,17.114808222303466,11.122897047800057,28.237705270103525,373.1530939166578,8.44845962524414
83,8.3e-05,16.779963486036372,11.408065909493127,28.188029395529497,382.71999385038566,8.545599222183228
84,8.4e-05,16.407539435520295,12.040120243878691,28.44765967939899,403.9242744785207,8.642226934432983
85,8.499999999999999e-05,16.03835414194059,12.540116844823032,28.578470986763623,420.6982568131945,8.737417697906494
86,8.599999999999999e-05,15.696504036861647,12.875341704076344,28.57184574093799,431.94444500055084,8.833773851394653
87,8.7e-05,15.420096445761883,12.827630272949794,28.247726718711675,430.3438127135168,8.933244466781616
88,8.8e-05,15.214335167208098,13.084725279625687,28.299060446833785,438.9688855483506,9.061728239059448
89,8.9e-05,15.089056120111366,13.236531037299924,28.32558715741129,444.06169436489074,9.161012649536133
90,8.999999999999999e-05,15.04684400764896,13.295164967893655,28.342008975542615,446.02875676918336,9.258830070495605
91,9.099999999999999e-05,15.063704637613085,13.209929300414931,28.273633938028016,443.1692541688219,9.357003688812256
