epoch,steps,lr,train_loss,train_avg_metric,val_loss,t
1,1024,0.0001,5.041970471694159,6.041970471694159,,12.53149676322937
2,1024,0.0001,4.991098176321029,5.991098176321029,,24.575451850891113
3,1024,0.0001,5.038091054356428,6.038091054356428,,36.73568105697632
4,1024,0.0001,5.127608248129229,6.127608248129229,,48.79315543174744
5,1024,0.0001,4.902038670149507,5.902038670149507,,60.15765714645386
6,1024,0.0001,5.0965815634066525,6.0965815634066525,,72.64550137519836
7,1024,0.0001,4.996675570873794,5.996675570873794,,84.40315365791321
8,1024,0.0001,4.784341375202788,5.784341375202788,,96.17030024528503
9,1024,0.0001,4.7538990720822465,5.7538990720822465,,108.67138338088989
10,1024,0.0001,4.930524655270167,5.930524655270167,,120.40497541427612
11,1024,0.0001,4.808729726233371,5.808729726233371,,131.70139813423157
12,1024,0.0001,4.640380049366394,5.640380049366394,,143.01204991340637
13,1024,0.0001,4.430013259750892,5.430013259750892,,154.41499376296997
14,1024,0.0001,4.448637953761506,5.448637953761506,,166.22210478782654
15,1024,0.0001,4.424626881390615,5.424626881390615,,179.83453345298767
16,1024,0.0001,4.473239023696472,5.473239023696472,,191.36425852775574
17,1024,0.0001,4.441884228194354,5.441884228194354,,203.58263850212097
18,1024,0.0001,4.043869415103055,5.043869415103055,,215.86177492141724
19,1024,0.0001,4.160838907399433,5.160838907399433,,228.1961076259613
20,1024,0.0001,3.7422975520167494,4.742297552016749,,240.7052960395813
21,1024,0.0001,3.686858713171369,4.686858713171369,,253.51496982574463
22,1024,0.0001,3.544803159958342,4.544803159958342,,266.48889565467834
23,1024,0.0001,3.8436992636858562,4.843699263685856,,279.4757766723633
24,1024,0.0001,3.497720460083152,4.497720460083152,,292.58203959465027
25,1024,0.0001,3.725755822303027,4.725755822303027,,305.4147026538849
26,1024,0.0001,3.4040418812411923,4.404041881241192,,318.45649313926697
27,1024,0.0001,3.3528148958928528,4.352814895892853,,331.46763920783997
28,1024,0.0001,3.1751089560678514,4.175108956067851,,344.2896058559418
29,1024,0.0001,3.4195291921168827,4.419529192116882,,357.2622799873352
30,1024,0.0001,3.2465829376254303,4.24658293762543,,370.4875431060791
31,1024,0.0001,3.276829377645111,4.276829377645111,,383.60408544540405
32,1024,0.0001,2.950153262386172,3.950153262386172,,396.8094530105591
33,1024,0.0001,3.1430281979090715,4.1430281979090715,,410.05247044563293
34,1024,0.0001,3.245702769915612,4.245702769915612,,423.04347348213196
35,1024,0.0001,3.1227508384703664,4.122750838470367,,435.8334152698517
36,1024,0.0001,3.1253915753394357,4.125391575339436,,449.4639358520508
37,1024,0.0001,3.0047073686236714,4.004707368623671,,463.4307367801666
38,1024,0.0001,3.2601629353183403,4.26016293531834,,476.196085691452
39,1024,0.0001,3.0978770425977586,4.097877042597759,,489.16537499427795
40,1024,0.0001,2.9467432533386893,3.9467432533386893,,503.90145564079285
41,1024,0.0001,3.1658996943284103,4.16589969432841,,516.8832919597626
42,1024,0.0001,3.024242778482461,4.024242778482461,,529.9895918369293
43,1024,0.0001,3.148339356292625,4.148339356292625,,542.9980201721191
44,1024,0.0001,3.0047461369989796,4.004746136998979,,557.06471991539
45,1024,0.0001,3.0887117051126958,4.088711705112695,,569.649964094162
46,1024,0.0001,3.0495967848741046,4.049596784874105,,583.0656321048737
47,1024,0.0001,3.2764010595335487,4.276401059533549,,595.9336075782776
48,1024,0.0001,3.2598705558804397,4.25987055588044,,609.2130436897278
49,1024,0.0001,3.055690550501635,4.055690550501636,,622.4981801509857
50,1024,0.0001,3.211672395040553,4.211672395040552,,635.2906923294067
51,1024,0.0001,3.3095633605069876,4.309563360506988,,648.0532410144806
52,1024,0.0001,3.1403717921477092,4.140371792147709,,660.6863460540771
53,1024,0.0001,3.260555990918776,4.260555990918776,,673.4588272571564
54,1024,0.0001,3.000523289043121,4.000523289043121,,686.4493021965027
55,1024,0.0001,3.0312012346063213,4.031201234606321,,699.5376622676849
56,1024,0.0001,3.0024062551981587,4.002406255198158,,712.7603058815002
57,1024,0.0001,2.915578254955265,3.915578254955265,,725.9447462558746
58,1024,0.0001,3.1783502662810084,4.178350266281008,,739.2572462558746
59,1024,0.0001,3.1627505000311205,4.1627505000311205,,751.9334287643433
60,1024,0.0001,3.064764596578255,4.0647645965782555,,764.8534860610962
61,1024,0.0001,2.8623043004977786,3.8623043004977786,,777.8486068248749
62,1024,0.0001,3.084660783745662,4.084660783745662,,791.7204055786133
63,1024,0.0001,2.993226343543022,3.993226343543022,,805.1354424953461
64,1024,0.0001,2.908382376824663,3.908382376824663,,818.3419315814972
65,1024,0.0001,2.997700416641551,3.997700416641551,,831.9122476577759
66,1024,0.0001,2.7650737136240275,3.7650737136240275,,845.152277469635
67,1024,0.0001,3.0459593441571644,4.045959344157165,,858.4123587608337
68,1024,0.0001,2.850711293104994,3.850711293104994,,871.3301434516907
69,1024,0.0001,2.9546859495661795,3.9546859495661795,,884.218270778656
70,1024,0.0001,2.8193297489774998,3.8193297489774998,,897.5641098022461
71,1024,0.0001,2.9070290129755803,3.9070290129755803,,910.7158439159393
72,1024,0.0001,2.8105446843618833,3.8105446843618833,,923.7698378562927
73,1024,0.0001,2.9968571399350257,3.9968571399350257,,936.6569175720215
74,1024,0.0001,2.839802195149683,3.839802195149683,,951.3606195449829
75,1024,0.0001,2.9412746877839036,3.9412746877839036,,964.0092284679413
76,1024,0.0001,3.026898056570907,4.026898056570907,,976.7818789482117
77,1024,0.0001,2.95839404146466,3.95839404146466,,989.9292569160461
78,1024,0.0001,2.743640249116848,3.743640249116848,,1003.0780503749847
79,1024,0.0001,2.6835038314203135,3.6835038314203135,,1015.8669512271881
80,1024,0.0001,2.903533220142154,3.903533220142154,,1029.2318608760834
81,1024,0.0001,2.9866372746638916,3.9866372746638916,,1042.590990304947
82,1024,0.0001,2.9426344512755866,3.9426344512755866,,1056.0077302455902
83,1024,0.0001,2.7624484427408067,3.7624484427408067,,1069.2648186683655
84,1024,0.0001,2.9944147497001516,3.9944147497001516,,1082.3674869537354
85,1024,0.0001,2.7324108142585586,3.7324108142585586,,1095.4774768352509
86,1024,0.0001,2.9769892488407685,3.9769892488407685,,1108.5263304710388
87,1024,0.0001,2.819120208194649,3.819120208194649,,1121.2416741847992
88,1024,0.0001,2.8343489151127335,3.8343489151127335,,1135.3947904109955
89,1024,0.0001,3.0009631669378534,4.000963166937853,,1148.4294562339783
90,1024,0.0001,3.043073420463773,4.043073420463773,,1161.4752025604248
91,1024,0.0001,3.0709327736997123,4.070932773699712,,1175.4247045516968
92,1024,0.0001,2.8766910578240945,3.8766910578240945,,1188.6071002483368
93,1024,0.0001,3.0216290535743346,4.021629053574335,,1202.0127127170563
94,1024,0.0001,2.934475072019723,3.934475072019723,,1215.2908177375793
95,1024,0.0001,2.7580808150778178,3.7580808150778178,,1228.5218765735626
96,1024,0.0001,2.797938892363871,3.797938892363871,,1241.5546972751617
97,1024,0.0001,2.801363627922984,3.801363627922984,,1254.8540449142456
98,1024,0.0001,2.721638958104636,3.721638958104636,,1269.536554813385
99,1024,0.0001,2.591388711566063,3.591388711566063,,1282.4925746917725
100,1024,0.0001,3.0788793323065695,4.0788793323065695,,1295.4284827709198
101,1024,0.0001,2.8443633182643704,3.8443633182643704,,1308.8642601966858
102,1024,0.0001,2.605034193205781,3.605034193205781,,1322.1899020671844
103,1024,0.0001,2.7907660648219514,3.7907660648219514,,1335.0737476348877
104,1024,0.0001,2.93572002301361,3.93572002301361,,1348.264884710312
105,1024,0.0001,2.8159380105060956,3.8159380105060956,,1361.316267490387
106,1024,0.0001,3.0961212329462975,4.096121232946297,,1374.199247121811
107,1024,0.0001,2.6971929485491835,3.6971929485491835,,1386.988736629486
108,1024,0.0001,2.7428152679276603,3.7428152679276603,,1400.1565096378326
109,1024,0.0001,2.697434339765092,3.697434339765092,,1413.4969828128815
110,1024,0.0001,3.0376273538521934,4.037627353852193,,1426.632756471634
111,1024,0.0001,2.6356241513890506,3.6356241513890506,,1439.2854113578796
112,1024,0.0001,31.72687445999397,32.72687445999397,,1452.1079473495483
113,1024,0.0001,2.8677322184699556,3.8677322184699556,,1464.9182052612305
114,1024,0.0001,2.7449264334580534,3.7449264334580534,,1477.5555331707
115,1024,0.0001,2.763937053006516,3.763937053006516,,1490.5705034732819
116,1024,0.0001,2.6686641118376793,3.6686641118376793,,1504.0545027256012
117,1024,0.0001,3.0030226175025123,4.003022617502513,,1517.2278831005096
118,1024,0.0001,2.774753360867388,3.774753360867388,,1531.0928735733032
119,1024,0.0001,2.7051351329240747,3.7051351329240747,,1544.1819958686829
120,1024,0.0001,2.8497348778734857,3.8497348778734857,,1557.4802815914154
121,1024,0.0001,2.6168095246006127,3.6168095246006127,,1570.5755686759949
122,1024,0.0001,2.8071198668866035,3.8071198668866035,,1584.5198228359222
123,1024,0.0001,2.650669419593658,3.650669419593658,,1597.2393522262573
124,1024,0.0001,2.864143645330492,3.864143645330492,,1611.926124572754
125,1024,0.0001,2.7413618230862213,3.7413618230862213,,1624.5441856384277
126,1024,0.0001,2.7538268960499437,3.7538268960499437,,1637.7101237773895
127,1024,0.0001,2.680242471027141,3.680242471027141,,1651.9425995349884
128,1024,0.0001,2.588393717931199,3.588393717931199,,1665.0078375339508
129,1024,0.0001,2.7691537254991254,3.7691537254991254,,1678.0950677394867
130,1024,0.0001,2.6203213893358,3.6203213893358,,1691.4915776252747
131,1024,0.0001,2.6750944297627357,3.6750944297627357,,1705.8741216659546
132,1024,0.0001,2.677144106543163,3.677144106543163,,1718.4686126708984
133,1024,0.0001,3.1898773693919216,4.189877369391922,,1730.9470233917236
134,1024,0.0001,2.7928519755763133,3.7928519755763133,,1743.6299359798431
135,1024,0.0001,2.811173751328359,3.811173751328359,,1756.3513765335083
136,1024,0.0001,2.7688268298349903,3.7688268298349903,,1769.489295244217
137,1024,0.0001,2.965439794960887,3.965439794960887,,1782.5958359241486
138,1024,0.0001,2.4506842068033263,3.4506842068033263,,1795.6071083545685
139,1024,0.0001,2.8355419816067315,3.8355419816067315,,1808.9944016933441
140,1024,0.0001,2.559995782606829,3.559995782606829,,1821.9327509403229
141,1024,0.0001,2.5913517937269357,3.5913517937269357,,1834.6422934532166
142,1024,0.0001,2.4952604337072732,3.4952604337072732,,1847.606642484665
143,1024,0.0001,2.530732149874606,3.530732149874606,,1862.2554116249084
144,1024,0.0001,2.7499502292423745,3.7499502292423745,,1875.449007987976
145,1024,0.0001,2.5481731226002933,3.5481731226002933,,1888.6801662445068
146,1024,0.0001,2.686780069531903,3.686780069531903,,1901.4776861667633
147,1024,0.0001,2.614553229362577,3.614553229362577,,1914.518188714981
148,1024,0.0001,2.472714060408975,3.472714060408975,,1927.3077697753906
149,1024,0.0001,2.7941877282624414,3.7941877282624414,,1940.313631772995
150,1024,0.0001,2.7011267085100097,3.7011267085100097,,1953.3776018619537
151,1024,0.0001,2.881221216778951,3.881221216778951,,1966.1958274841309
152,1024,0.0001,2.6240595353645095,3.6240595353645095,,1979.2523159980774
153,1024,0.0001,2.69891016119482,3.69891016119482,,1991.6685662269592
154,1024,0.0001,2.585821052406233,3.585821052406233,,2004.2313838005066
155,1024,0.0001,2.614751590629639,3.614751590629639,,2016.6700456142426
156,1024,0.0001,2.8439311987068767,3.8439311987068767,,2029.8169975280762
157,1024,0.0001,2.756911456991442,3.756911456991442,,2042.990564584732
158,1024,0.0001,2.7755537066245113,3.7755537066245113,,2055.455260515213
159,1024,0.0001,2.7119357561308575,3.7119357561308575,,2067.9402992725372
160,1024,0.0001,2.6333399522504517,3.6333399522504517,,2080.462163925171
161,1024,0.0001,2.678662624094985,3.678662624094985,,2093.2670969963074
162,1024,0.0001,2.7735614024038435,3.7735614024038435,,2106.0348393917084
163,1024,0.0001,2.656590661904065,3.656590661904065,,2118.759090900421
164,1024,0.0001,2.737280534956301,3.737280534956301,,2132.8634939193726
165,1024,0.0001,2.5979222848060077,3.5979222848060077,,2147.1888332366943
166,1024,0.0001,2.6810335627722064,3.6810335627722064,,2159.9223697185516
167,1024,0.0001,2.6371746245250716,3.6371746245250716,,2172.4847724437714
168,1024,0.0001,2.6511861841643065,3.6511861841643065,,2185.2118406295776
169,1024,0.0001,2.6991553402939297,3.6991553402939297,,2199.5678946971893
170,1024,0.0001,2.596352147509982,3.596352147509982,,2212.2876546382904
171,1024,0.0001,2.364538240171203,3.364538240171203,,2225.0259172916412
172,1024,0.0001,2.923406479719371,3.923406479719371,,2237.853771686554
173,1024,0.0001,2.58243630172159,3.58243630172159,,2251.9761090278625
174,1024,0.0001,2.5522615999505125,3.5522615999505125,,2264.808149576187
175,1024,0.0001,2.7013977364896906,3.7013977364896906,,2277.9827535152435
176,1024,0.0001,2.418858981902984,3.418858981902984,,2290.867661714554
177,1024,0.0001,2.4886334102860106,3.4886334102860106,,2303.7611224651337
178,1024,0.0001,2.3870109269508264,3.3870109269508264,,2316.549965620041
179,1024,0.0001,2.792475021225162,3.792475021225162,,2329.7455179691315
180,1024,0.0001,2.5018021458070643,3.5018021458070643,,2342.668206691742
181,1024,0.0001,2.6085775011811014,3.6085775011811014,,2355.4939749240875
182,1024,0.0001,2.51516668671908,3.51516668671908,,2368.3645734786987
183,1024,0.0001,2.411816475314941,3.411816475314941,,2380.920782804489
184,1024,0.0001,2.5251009017698536,3.5251009017698536,,2393.710623025894
185,1024,0.0001,2.702440744009146,3.702440744009146,,2407.644453525543
186,1024,0.0001,2.7014335125230353,3.7014335125230353,,2420.7266776561737
187,1024,0.0001,2.8044595906280745,3.8044595906280745,,2433.87833070755
188,1024,0.0001,2.7758565985680272,3.7758565985680272,,2446.6381545066833
189,1024,0.0001,2.5725629739944025,3.5725629739944025,,2459.4189319610596
190,1024,0.0001,2.579497840019752,3.579497840019752,,2472.912672519684
191,1024,0.0001,2.508182381899636,3.508182381899636,,2485.7033729553223
192,1024,0.0001,2.585457765826826,3.585457765826826,,2498.6453914642334
193,1024,0.0001,2.3474718137178376,3.3474718137178376,,2511.2838459014893
194,1024,0.0001,2.9256642885344646,3.9256642885344646,,2523.852502346039
195,1024,0.0001,2.7909912115179636,3.7909912115179636,,2536.5365555286407
196,1024,0.0001,2.685071761106025,3.685071761106025,,2549.0936918258667
197,1024,0.0001,2.5534658455802717,3.5534658455802717,,2561.7903740406036
198,1024,0.0001,2.577524736954166,3.577524736954166,,2574.711995601654
199,1024,0.0001,2.5700839729222356,3.5700839729222356,,2587.194001197815
200,1024,0.0001,2.3794761957724875,3.3794761957724875,,2600.085808992386
201,1024,0.0001,2.9265534568419587,3.9265534568419587,,2612.785784006119
202,1024,0.0001,2.638245882105766,3.638245882105766,,2626.0668592453003
203,1024,0.0001,2.5892911385577086,3.5892911385577086,,2639.140963077545
204,1024,0.0001,2.617577966061628,3.617577966061628,,2652.520904779434
205,1024,0.0001,2.726304535118586,3.726304535118586,,2665.697437763214
206,1024,0.0001,2.557144929634122,3.557144929634122,,2678.9829099178314
207,1024,0.0001,2.5316575955203797,3.5316575955203797,,2692.0412998199463
208,1024,0.0001,2.4693246443463357,3.4693246443463357,,2704.9941318035126
209,1024,0.0001,2.470142312620027,3.470142312620027,,2718.195183992386
210,1024,0.0001,2.715218433442543,3.715218433442543,,2731.2383744716644
211,1024,0.0001,2.4161346247327256,3.4161346247327256,,2744.7541465759277
212,1024,0.0001,2.7099662614462594,3.7099662614462594,,2757.800224542618
213,1024,0.0001,2.4701585215989903,3.4701585215989903,,2770.9830029010773
214,1024,0.0001,2.3934166044371854,3.3934166044371854,,2784.09220290184
215,1024,0.0001,2.5334292077016975,3.5334292077016975,,2797.5186038017273
216,1024,0.0001,2.5972176699772254,3.5972176699772254,,2810.289247274399
217,1024,0.0001,2.404058762197981,3.404058762197981,,2823.034413576126
218,1024,0.0001,2.4107645780386684,3.4107645780386684,,2835.837934732437
219,1024,0.0001,2.6326435980906386,3.6326435980906386,,2848.6246185302734
220,1024,0.0001,2.346395154664373,3.346395154664373,,2863.0791561603546
221,1024,0.0001,2.686016310000009,3.686016310000009,,2875.7911007404327
222,1024,0.0001,2.3758868042708388,3.3758868042708388,,2888.304535627365
223,1024,0.0001,2.379302060317051,3.379302060317051,,2901.1000068187714
224,1024,0.0001,2.6283239851994473,3.6283239851994473,,2914.2020399570465
225,1024,0.0001,2.6340375106176586,3.6340375106176586,,2927.4655640125275
226,1024,0.0001,2.561914691592515,3.561914691592515,,2940.7789192199707
227,1024,0.0001,2.425068919607199,3.425068919607199,,2953.461494207382
228,1024,0.0001,2.4326844905114293,3.4326844905114293,,2966.6512553691864
229,1024,0.0001,2.6074441933656054,3.6074441933656054,,2979.7275660037994
230,1024,0.0001,2.5367681192890053,3.5367681192890053,,2992.726588010788
231,1024,0.0001,2.5014428261220627,3.5014428261220627,,3005.9596490859985
232,1024,0.0001,2.4809224923989484,3.4809224923989484,,3019.5089633464813
233,1024,0.0001,2.4424190630743463,3.4424190630743463,,3032.83132314682
234,1024,0.0001,2.646002545401723,3.646002545401723,,3045.8695571422577
235,1024,0.0001,2.8203365804858938,3.8203365804858938,,3059.4081983566284
236,1024,0.0001,2.4617194108517726,3.4617194108517726,,3072.94437789917
237,1024,0.0001,2.4753002053980717,3.4753002053980717,,3086.1618876457214
238,1024,0.0001,2.265944917795776,3.265944917795776,,3099.185528278351
239,1024,0.0001,2.6686255656149487,3.6686255656149487,,3113.195043325424
240,1024,0.0001,2.3828244833608037,3.3828244833608037,,3125.867367744446
241,1024,0.0001,2.445761887050869,3.445761887050869,,3138.4848008155823
242,1024,0.0001,2.3578878019046123,3.3578878019046123,,3151.4859149456024
243,1024,0.0001,2.5165266784682174,3.5165266784682174,,3164.966566801071
244,1024,0.0001,2.7691197565011296,3.7691197565011296,,3178.124408721924
245,1024,0.0001,2.535692781254238,3.535692781254238,,3190.982366323471
246,1024,0.0001,2.6152719548422296,3.6152719548422296,,3203.8307995796204
247,1024,0.0001,2.5023615141227293,3.5023615141227293,,3216.8128378391266
248,1024,0.0001,2.623639546506278,3.623639546506278,,3229.663277387619
249,1024,0.0001,2.4943645255300395,3.4943645255300395,,3242.4478986263275
250,1024,0.0001,2.661240044490319,3.661240044490319,,3255.08376288414
251,1024,0.0001,2.4631402247916068,3.4631402247916068,,3267.8971168994904
252,1024,0.0001,2.5183304179004864,3.5183304179004864,,3280.4811680316925
253,1024,0.0001,2.3395059575089756,3.3395059575089756,,3293.2058606147766
254,1024,0.0001,2.4086602530342383,3.4086602530342383,,3305.797442674637
255,1024,0.0001,2.367924389375661,3.367924389375661,,3318.626116514206
256,1024,0.0001,2.5477830993292043,3.5477830993292043,,3331.449245452881
257,1024,0.0001,2.327095301821116,3.327095301821116,,3344.4537739753723
258,1024,0.0001,2.4576078808436983,3.4576078808436983,,3357.8630702495575
259,1024,0.0001,2.472696629157716,3.472696629157716,,3370.8398621082306
260,1024,0.0001,2.4410936134136216,3.4410936134136216,,3383.9409580230713
