epoch,steps,lr,train_loss,train_avg_metric,val_loss,t
261,1024,0.0001,2.4954409828450004,3.4954409828450004,,3397.0310440063477
262,1024,0.0001,2.2958883042794715,3.2958883042794715,,3409.659238100052
263,1024,0.0001,2.5421698030028788,3.5421698030028788,,3422.3827726840973
264,1024,0.0001,2.5795331766641456,3.5795331766641456,,3435.3399996757507
265,1024,0.0001,2.50423614518598,3.50423614518598,,3447.965558052063
266,1024,0.0001,2.3548293084115675,3.3548293084115675,,3462.55970954895
267,1024,0.0001,2.3639659003682176,3.3639659003682176,,3477.1803166866302
268,1024,0.0001,2.360203444927645,3.360203444927645,,3490.09298992157
269,1024,0.0001,2.4947695871330624,3.4947695871330624,,3503.0742797851562
270,1024,0.0001,2.5360103692905724,3.5360103692905724,,3515.741166830063
271,1024,0.0001,2.416311807507381,3.416311807507381,,3528.399024248123
272,1024,0.0001,2.3946977845706354,3.3946977845706354,,3541.5018997192383
273,1024,0.0001,2.4320150049029063,3.4320150049029063,,3554.396117925644
274,1024,0.0001,2.1698748492447577,3.1698748492447577,,3567.5322420597076
275,1024,0.0001,2.2178941803403793,3.2178941803403793,,3580.334396839142
276,1024,0.0001,2.406202595242618,3.406202595242618,,3593.046733379364
277,1024,0.0001,2.4664060531271668,3.4664060531271668,,3606.5777945518494
278,1024,0.0001,2.413375152133602,3.413375152133602,,3619.255242586136
279,1024,0.0001,2.229628274439938,3.229628274439938,,3632.0528445243835
280,1024,0.0001,2.4552047197577216,3.4552047197577216,,3645.7260551452637
281,1024,0.0001,2.3973178550975276,3.3973178550975276,,3658.4928390979767
282,1024,0.0001,2.3714100188861456,3.3714100188861456,,3671.298750638962
283,1024,0.0001,2.2219796308826454,3.2219796308826454,,3684.3514709472656
284,1024,0.0001,2.5907827050096772,3.5907827050096772,,3697.1301708221436
285,1024,0.0001,2.203848215077024,3.203848215077024,,3709.7426850795746
286,1024,0.0001,2.373146028059704,3.373146028059704,,3722.2208342552185
287,1024,0.0001,2.343001510912573,3.343001510912573,,3736.3087689876556
288,1024,0.0001,2.213612696453961,3.213612696453961,,3748.823177099228
289,1024,0.0001,2.3129700393716663,3.3129700393716663,,3761.564381122589
290,1024,0.0001,2.338680523760221,3.338680523760221,,3774.337438583374
291,1024,0.0001,2.385456619030842,3.385456619030842,,3787.547778606415
292,1024,0.0001,2.1905269855263474,3.1905269855263474,,3800.486847639084
293,1024,0.0001,2.340785319225346,3.340785319225346,,3813.2540912628174
294,1024,0.0001,2.262164094597146,3.262164094597146,,3826.0734708309174
295,1024,0.0001,2.598701648858846,3.598701648858846,,3838.6188027858734
296,1024,0.0001,2.4240721131201894,3.4240721131201894,,3851.4242675304413
297,1024,0.0001,2.40712517950252,3.40712517950252,,3864.111183166504
298,1024,0.0001,2.2841509038134005,3.2841509038134005,,3876.844066619873
299,1024,0.0001,2.1886682482475575,3.1886682482475575,,3889.9129586219788
300,1024,0.0001,2.245740805920449,3.245740805920449,,3903.037007331848
301,1024,0.0001,2.5111260161937516,3.5111260161937516,,3916.6383447647095
302,1024,0.0001,2.3700663417459786,3.3700663417459786,,3929.733733177185
303,1024,0.0001,2.207828397430553,3.207828397430553,,3942.5159950256348
304,1024,0.0001,2.3984482667929665,3.3984482667929665,,3955.627384662628
305,1024,0.0001,2.0904676017396806,3.0904676017396806,,3968.464545249939
306,1024,0.0001,2.2554574761477206,3.2554574761477206,,3981.935813188553
307,1024,0.0001,2.2643519676705477,3.2643519676705477,,3994.874480485916
308,1024,0.0001,2.353963114675821,3.353963114675821,,4008.2128245830536
309,1024,0.0001,2.3508508288548593,3.3508508288548593,,4021.0582995414734
310,1024,0.0001,2.2005071148737807,3.2005071148737807,,4033.9165065288544
311,1024,0.0001,2.4332921700117724,3.4332921700117724,,4046.8004858493805
312,1024,0.0001,2.5963147809452036,3.5963147809452036,,4059.898940563202
313,1024,0.0001,2.58451185812512,3.58451185812512,,4072.698497533798
314,1024,0.0001,2.2187188134575124,3.2187188134575124,,4086.2679920196533
315,1024,0.0001,2.2733252809437725,3.2733252809437725,,4099.570551156998
316,1024,0.0001,2.216487942243983,3.216487942243983,,4112.583312034607
317,1024,0.0001,1.9942687864624409,2.994268786462441,,4125.303909063339
318,1024,0.0001,2.217393429230718,3.217393429230718,,4138.081169605255
319,1024,0.0001,2.167678924679675,3.167678924679675,,4151.188955307007
320,1024,0.0001,2.352272597784088,3.352272597784088,,4164.32456445694
321,1024,0.0001,2.213246835833532,3.213246835833532,,4177.627639532089
322,1024,0.0001,2.3578323862051267,3.3578323862051267,,4190.825800418854
323,1024,0.0001,2.2165314600068995,3.2165314600068995,,4204.148540019989
324,1024,0.0001,2.201853175169915,3.201853175169915,,4217.230085611343
325,1024,0.0001,2.334863826679413,3.334863826679413,,4230.355821847916
326,1024,0.0001,2.2847116616906082,3.2847116616906082,,4243.247341871262
327,1024,0.0001,2.218437151096034,3.218437151096034,,4257.258171081543
328,1024,0.0001,2.1798036010624444,3.1798036010624444,,4270.123053073883
329,1024,0.0001,2.1320361925303573,3.1320361925303573,,4282.936290979385
330,1024,0.0001,2.082457189480194,3.082457189480194,,4296.301245212555
331,1024,0.0001,2.2596010681959107,3.2596010681959107,,4309.17817568779
332,1024,0.0001,2.4514158417655567,3.4514158417655567,,4321.897789001465
333,1024,0.0001,2.2211110274706036,3.2211110274706036,,4334.6760404109955
334,1024,0.0001,2.256835556558167,3.256835556558167,,4347.403342485428
335,1024,0.0001,2.1689206171078186,3.1689206171078186,,4360.28483581543
336,1024,0.0001,2.1356526580983024,3.1356526580983024,,4373.004097700119
337,1024,0.0001,2.2026103675155224,3.2026103675155224,,4385.621041059494
338,1024,0.0001,2.4721296731709477,3.4721296731709477,,4400.035385131836
339,1024,0.0001,2.2343025322193735,3.2343025322193735,,4412.960498571396
340,1024,0.0001,1.986528740654813,2.986528740654813,,4425.6436014175415
341,1024,0.0001,2.5693594144576135,3.5693594144576135,,4438.542052268982
342,1024,0.0001,2.311096012584786,3.311096012584786,,4451.937264919281
343,1024,0.0001,2.1323112785962133,3.1323112785962133,,4464.791316270828
344,1024,0.0001,2.153154399771765,3.153154399771765,,4477.797238588333
345,1024,0.0001,2.1468026995504847,3.1468026995504847,,4490.65153169632
346,1024,0.0001,2.467479791327229,3.467479791327229,,4503.524492263794
347,1024,0.0001,1.9961038514091638,2.996103851409164,,4517.615656614304
348,1024,0.0001,2.1483912519778112,3.1483912519778112,,4530.271906137466
349,1024,0.0001,2.164950770415358,3.164950770415358,,4542.750731229782
350,1024,0.0001,2.0089613277150415,3.0089613277150415,,4555.30792593956
351,1024,0.0001,2.1422842647563414,3.1422842647563414,,4567.823417186737
352,1024,0.0001,2.089441840040744,3.089441840040744,,4581.026301622391
353,1024,0.0001,2.1566937778711663,3.1566937778711663,,4594.026491880417
354,1024,0.0001,2.188565709382174,3.188565709382174,,4606.788630247116
355,1024,0.0001,2.00963695002549,3.00963695002549,,4619.757651090622
356,1024,0.0001,2.0454353418744544,3.0454353418744544,,4632.649887084961
357,1024,0.0001,2.240242540011483,3.240242540011483,,4645.174509525299
358,1024,0.0001,2.318924936344432,3.318924936344432,,4657.7767515182495
359,1024,0.0001,2.3042095928037263,3.3042095928037263,,4670.278746128082
360,1024,0.0001,2.0243724126392886,3.0243724126392886,,4682.927200317383
361,1024,0.0001,2.037885861470764,3.037885861470764,,4696.25123500824
362,1024,0.0001,2.1550720697616015,3.1550720697616015,,4708.980464220047
363,1024,0.0001,2.2106261489042405,3.2106261489042405,,4722.06459236145
364,1024,0.0001,2.0030069387950347,3.0030069387950347,,4735.235333681107
365,1024,0.0001,2.078058026173587,3.078058026173587,,4748.645114660263
366,1024,0.0001,2.1931584247493534,3.1931584247493534,,4761.910445928574
367,1024,0.0001,2.2580262665583386,3.2580262665583386,,4775.098286628723
368,1024,0.0001,2.038673078048081,3.038673078048081,,4787.920197963715
369,1024,0.0001,2.1019263323315736,3.1019263323315736,,4801.076170921326
370,1024,0.0001,2.183266031995783,3.183266031995783,,4814.1020448207855
371,1024,0.0001,1.9650868730132722,2.9650868730132722,,4827.238285779953
372,1024,0.0001,2.2241116262885754,3.2241116262885754,,4840.486887454987
373,1024,0.0001,1.9851575409554325,2.9851575409554325,,4853.45024394989
374,1024,0.0001,2.1681382137626413,3.1681382137626413,,4866.255206823349
375,1024,0.0001,2.0089126232044276,3.0089126232044276,,4879.153366565704
376,1024,0.0001,2.14591710486432,3.1360396503271444,,4892.028022527695
377,1024,0.0001,2.0900619117629,3.0900619117629,,4904.686701536179
378,1024,0.0001,1.985588588923926,2.981943730749185,,4917.294782400131
379,1024,0.0001,2.0618700902089886,3.0559916528327418,,4929.9191155433655
380,1024,0.0001,2.1898657393747682,3.1898657393747682,,4942.677032470703
381,1024,0.0001,2.0335889562980696,3.0335889562980696,,4955.651312112808
382,1024,0.0001,2.132890256989081,3.132890256989081,,4968.543706178665
