level,steps,train_loss,val_loss,3I8Z,3CA7,6FM8,5Z2S,2ERW,5DMA,4G3O,1ENH,4F17,2NUZ,1ZX6,4QUC,1PGB,2OVO,1HPT,1PGA,7S4R,3I35,4F16,1YNZ,1SHG,7BAE,1DXS,4ZC3,1FAN,1K9B,1YP5,1ZLM,8PTI,4PTI,1BTI,1MHN,2FJZ,1UG4,2BZX,5YV7,1I2T,1TUC,1L2P,2IGD,1PWT,1IGD,1FAS,2PST,7KUW,6T9Q,2P5K,1F94,6NMW,1R69,2CJJ,7A3M,1SN1,1YPA,1SNB,3MYE,1OPS,1PTX,1AHO,1UOY,1YPC,2RJY,1YPB,1UCS,t
1,400,3.7351659187365605,6.600922972900756,6.149441769881077,6.70916424827359,7.0941540415004845,5.497254203044248,5.777776333339369,6.392208134681378,6.2724533661594215,5.898868350045349,7.232150582106547,8.744632004282357,7.740523018255191,7.219952895904474,6.150123993270193,6.020957337361033,5.1030245377459345,6.7548314683992245,7.764249372946596,6.407129915598107,8.095776498635304,7.259267302291795,8.333769078541101,7.055290698603011,5.890834592031791,5.927189419492753,5.443043839478267,6.599266696536454,6.735605621808754,6.615393419130151,5.822696368377147,5.556091895400913,5.486389553498129,7.075339783341518,7.22201277929351,6.89958142497557,7.626403513110245,6.999434019414448,6.549376792084557,7.920297666413152,6.292508355136166,5.685109608444893,6.996047250643282,5.513850542796388,7.559773548719292,6.232004605710996,6.349970667774518,6.9186396199507785,6.132370119500317,6.863872472258982,6.76604973127757,6.667443492827184,5.277332557265766,6.754908168010606,5.681511939505427,7.242455651961708,6.482337981849017,6.411149036403515,6.110472048017052,7.446636054385844,6.425387803606508,7.180480136605949,6.369760453668697,5.790171552989001,7.3576483671062105,5.909221963979558,34.83665204048157
1,400,3.39006523328152,5.500802485958068,6.631976075953759,6.3047367017414695,6.306358213706046,5.09948940987459,5.282468228664721,5.459782017376093,5.759937979644855,5.268077826013245,4.752345924248086,4.5124735750222245,5.8626304500496005,5.476781959672185,5.550850279306883,4.779460410896103,4.670913913025286,6.35562087620111,5.5277339740420475,5.409829674719465,4.787264778951657,6.203867013433196,5.385429106132852,5.4079815032397915,5.7476243425582085,5.356450623582995,5.465272381834617,6.59177692188338,5.813242558315401,6.229195369611032,4.801567622179083,5.232583006279928,4.857291581445593,5.868854685515597,5.15536397924296,5.8397083843780235,5.1978448402512765,4.839278294287983,5.437643781062415,6.031559839932883,5.618644641499218,5.8129453175008825,5.685363522909566,6.246177499453635,6.4792227942164065,5.621997408154043,5.57331678091028,5.112205007458626,5.952510524676809,6.518079811692308,5.452062906904289,5.50261945451136,5.772594755832991,5.442402282480546,5.389054282338805,5.887197572084037,5.552439695704333,4.596371621530207,5.427559082294247,5.420202135048222,4.736375814107794,5.147537542838148,5.274045054842666,4.157252002839777,5.443008226237009,4.968905258973499,71.27705430984497
