,iter,ns,epot,ekin,etot,T,t
0,100,0.0001,-9.871450983515329,14.345378828855171,4.473927845339843,481.2615337883197,4.813553094863892
10,1100,0.0011,-12.342044383673807,11.267657240091536,-1.0743871435822712,378.0095367478193,50.73610138893128
20,2100,0.0021,-11.981889378870306,7.4873976711012515,-4.494491707769057,251.18866014393356,92.96331286430359
30,3100,0.0031000000000000003,-8.230557007134156,7.051209370992923,-1.1793476361412338,236.5553309837159,137.41904187202456
40,4100,0.0041,-15.252435795153366,4.57744671326499,-10.674989081888377,153.5650645648385,182.2024073600769
50,5100,0.0051,-15.479128264932644,10.212671623035286,-5.266456641897356,342.61667593553875,227.62166714668274
60,6100,0.0061,-19.747322013468253,8.131808933697528,-11.615513079770727,272.807493381278,276.07981324195856
70,7100,0.007099999999999999,-21.01872800034122,10.227665106132017,-10.791062894209203,343.1196801962172,315.54072952270513
80,8100,0.0081,-21.776288001174954,7.110231499839353,-14.666056501335602,238.53541673780902,360.2656145095825
90,9100,0.0091,-27.820868242315253,13.282682465615402,-14.538185776699855,445.60999137695376,404.82551646232605
100,10100,0.0101,-24.716631788322797,9.754827014182183,-14.961804774140608,327.256816755651,449.4782104492188
110,11100,0.0111,-25.268101827016505,10.011906090250713,-15.256195736765793,335.8813551473985,486.3422131538391
120,12100,0.0121,-22.21554639635436,8.215205719165771,-14.000340677188587,275.6053048135373,518.2863092422485
130,13100,0.0131,-23.941858790688983,7.450839789473681,-16.4910190012153,249.96220928515615,548.6328361034393
140,14100,0.014099999999999996,-19.628503018153662,9.53116415133251,-10.097338866821149,319.75333192539983,579.0474226474763
150,15100,0.0151,-18.5149830008813,8.353003989773025,-10.161979011108276,280.2281877542395,609.6195132732391
160,16100,0.0161,-25.45387450372893,6.690738422378027,-18.763136081350908,224.46218212468517,640.3152964115143
170,17100,0.017099999999999997,-19.64012889926604,8.871421259203856,-10.76870764006218,297.62015022558165,670.7870018482207
180,18100,0.0181,-22.516418596103648,11.132603715446177,-11.383814880657473,373.4787350736517,701.2182912826538
190,19100,0.0191,-18.665257585362166,10.817479081905118,-7.8477785034570475,362.9068731324808,731.6381511688232
200,20100,0.0201,-25.446904479907705,14.298197175811453,-11.148707304096252,479.67867459851465,762.0588710308075
210,21100,0.0211,-17.125584963430928,11.610947833804689,-5.5146371296262435,389.5263157493731,792.6478381156921
220,22100,0.0221,-20.44657190719406,8.348497726481638,-12.098074180712425,280.0770107648312,823.2592046260834
230,23100,0.0231,-20.746316433721628,11.182535940179806,-9.563780493541826,375.1538709726378,853.7772126197815
240,24100,0.0241,-22.76345358497036,10.968132986654012,-11.795320598316348,367.9610393650808,884.3752362728119
250,25100,0.0251,-21.653195641982165,9.827558411440952,-11.825637230541213,329.69682368867933,914.8440046310424
260,26100,0.0261,-22.073418485319934,7.868610427417443,-14.204808057902492,263.9776591653727,945.3442122936248
270,27100,0.0271,-20.797015281975558,14.266267113181934,-6.530748168793624,478.60747870342055,975.8432824611664
280,28100,0.0281,-20.749903132617284,7.241363506691265,-13.50853962592602,242.9346585772334,1006.3495416641236
290,29100,0.0291,-23.333663732153692,14.832790657459068,-8.50087307469462,497.6133197550065,1036.869323968887
300,30100,0.0301,-18.728739520866352,10.401914523881848,-8.3268249969845,348.96543324662287,1067.4117105007174
310,31100,0.0311,-23.86436303428177,10.2836392900701,-13.580723744211664,344.9975129070835,1097.982485294342
320,32100,0.0321,-18.284234425389425,9.58492855169911,-8.699305873690315,321.5570303911102,1128.464406490326
330,33100,0.0331,-24.41406115958439,13.929441574394266,-10.484619585190122,467.30759061054084,1159.0135650634766
340,34100,0.0341,-20.060640496211096,6.210723190803638,-13.849917305407455,208.3585386207177,1189.675030708313
350,35100,0.0351,-24.08328810815584,11.010141006237149,-13.073147101918693,369.3703325024166,1220.1351907253265
360,36100,0.0361,-24.95226272452623,9.047242973570707,-15.90501975095552,303.51865098592964,1250.573947906494
370,37100,0.0371,-25.034732850206108,11.387764214817468,-13.646968635388644,382.03890868458603,1281.0434823036196
380,38100,0.0381,-23.132810962049728,12.524397958262911,-10.608413003786817,420.17091657731635,1311.5230977535248
390,39100,0.0391,-22.27922414558902,12.6894316595541,-9.589792486034915,425.70749899578857,1342.0142810344694
400,40100,0.0401,-22.434782099157783,9.602399662653022,-12.832382436504755,322.14315458866383,1372.51385307312
410,41100,0.0411,-24.5193071180782,12.486236261538954,-12.033070856539245,418.89066062057617,1402.918289422989
420,42100,0.0421,-22.18156601136598,9.997946481406858,-12.183619529959124,335.413035499418,1433.464783668518
430,43100,0.0431,-19.507278554796766,9.391138277695099,-10.116140277101666,315.0557169289079,1463.999500989914
440,44100,0.0441,-19.33785370583813,12.236194782279458,-7.10165892355867,410.5022208829602,1494.5186650753021
450,45100,0.0451,-20.781145805744792,16.99638400192326,-3.784761803821532,570.1979662724337,1525.001151561737
460,46100,0.0461,-19.017220828764827,11.610798034767802,-7.406422793997028,389.52129026241226,1555.5996775627136
470,47100,0.0471,-18.942297674944587,11.290237073719581,-7.652060601225003,378.7670493582677,1586.0889790058136
480,48100,0.0481,-25.313786272467546,11.803467700049536,-13.510318572418013,395.9850093272208,1616.6967313289642
490,49100,0.0491,-18.52021752793207,6.5710570594938655,-11.949160468438206,220.4470886960158,1647.2589123249054
500,50100,0.050099999999999985,-22.170821252670173,10.686729844055472,-11.484091408614695,358.52047250131716,1677.8387196063995
510,51100,0.051099999999999986,-25.249086777703532,9.129564425448713,-16.119522352254815,306.2803869196506,1708.4673669338226
520,52100,0.0521,-25.908586406489768,11.201920222786852,-14.706666183702914,375.8041786215434,1739.057757139206
530,53100,0.0531,-27.66957740513381,10.376349275165314,-17.293228129968494,348.1077653553957,1769.8063213825226
540,54100,0.0541,-22.263451138922967,10.471460149996751,-11.79199098892622,351.2985633153113,1800.1855096817014
550,55100,0.0551,-20.467855158305284,13.445038579890776,-7.022816578414505,451.05674559015813,1830.5832767486565
560,56100,0.0561,-22.92129433439,8.868008885320428,-14.053285449069572,297.50567124886095,1861.5354874134064
570,57100,0.0571,-19.585581526998716,10.620057795629656,-8.965523731369059,356.2837457707775,1904.945083141327
580,58100,0.05810000000000001,-22.23785509068719,10.879698851339311,-11.35815623934788,364.9942339493053,1935.613331079483
590,59100,0.059099999999999986,-21.749842405471266,9.512685512324486,-12.237156893146775,319.1334069825023,1966.0681834220886
600,60100,0.0601,-22.63786331870607,10.696328485676027,-11.941534833030039,358.8424895803851,1996.59742808342
610,61100,0.0611,-21.849552704348973,13.715115877472572,-8.134436826876401,460.11735082242797,2027.0768632888794
620,62100,0.0621,-24.01024662332299,9.368907439909973,-14.641339183413018,314.3099124982608,2057.656214952469
630,63100,0.06309999999999999,-27.49539656220798,13.208413959568677,-14.286982602639306,443.11841722205435,2088.21564745903
640,64100,0.06409999999999999,-25.345910034691745,8.675580795334936,-16.67032923935681,291.0500565986505,2118.876567363739
650,65100,0.0651,-24.362853694125892,10.908385347199843,-13.454468346926047,365.95661404128884,2149.474722862244
660,66100,0.0661,-22.55230577567587,11.867119926928025,-10.68518584874785,398.1204265024692,2180.083349466324
670,67100,0.06709999999999999,-23.168038899662427,13.169570834531616,-9.998468065130812,441.8153005769322,2210.6423604488373
680,68100,0.0681,-20.27467418950897,18.475853387506046,-1.7988208020029255,619.8314903635683,2241.1803812980647
690,69100,0.0691,-19.546188199053805,14.310458257781287,-5.235729941272517,480.0900117395623,2271.8300414085393
700,70100,0.0701,-17.602672355686185,12.085065539672813,-5.5176068160133696,405.4321079242949,2302.287301540375
